ID,Quelle,Thema,Befund,Art,Referenzstelle,Geprueft,Bewertung,Empfehlung,Meilenstein,Prioritaet,Status,Blockiert durch
FB-227,Board-Messung (ESP32-C6),Der Trace je Tick kostete mehr als der Tick: jede Zeile ein USB-Paket,"Im Konformitaetslauf schrieb `takt_mcu_dump` jeden Tick alle Ausgaenge (11 Zeilen), die Telemetrie schickte je Zeilenende ein USB-Paket und las je Byte den SYSTIMER; die Zeitzeile lief ueber `core::fmt`. Bei 500 us Tick waren alle 20 000 Ticks verspaetet und rund 21 000 verloren — der Trace verfaelschte, was er messen sollte.",Befund,"12.2, 12.3, 9.3","`verspaetet 20000 verloren ~21000` vor, `verspaetet 503 verloren 89` nach der Aenderung; `took` im Mittel 22 us, Rest an den Sendestellen (Buendel von Hex-Zeilen).","Die Diagnose darf die Steuerung nicht aufhalten (12.2).","Behoben 2026-09-23: `takt_mcu_dump(all)` schreibt ohne `all` nur geaenderte Ausgaenge (wie der Interpreter, 9.3; `compare` vergleicht ueber die Vereinigung der Ticks beider Seiten), ein `flush` je Tick statt je Zeile, Zeitquelle nur im langsamen Pfad, Ziffern in 32 Bit, Zeitzeile und Hex ohne `core::fmt`. Der Rest ist Sache des Ringpuffers in der generischen Telemetrie (FB-230).",M9,hoch,behoben 2026-09-23,
FB-228,Rahmen-Durchsicht (FB-214),Sendepuffer je Ausgabestrom fest 4 KiB plus 4 KiB `sent`,"`g_tx` und `g_tx_sent` hatten je Strom `TAKT_TX_MAX = 4096` Byte, unabhaengig von `capacity` (Default 256) und der Rate; `takt_stream_send` prueft ohnehin gegen die Kapazitaet.",Befund,"8.8, 12.3","UART-Stapel `.bss`: 8 KiB je Strom fuer Puffer, deren Fuellstand 256 nie ueberschreitet.","Speicher ohne Gegenwert.","Behoben 2026-09-23: `g_tx` nach der groessten Kapazitaet, `g_tx_sent` nach dem groessten Abholvolumen je Tick (`min(capacity, per_tick)`); die doppelte Schranke entfaellt.",M8,mittel,behoben 2026-09-23,
FB-229,Board-Durchsicht (ESP32-C6),Journal ohne `persist`: Flash lesen und Code binden fuer nichts,"`takt.rs` legte das Journal immer an, las beim Start zwei Flash-Sektoren und band `Journal`/`FlashNvm`, auch bei `PERSIST_BOUND == 0`. Die Freigabepruefung des Bring-up (`assert_fresh`, FB-193) zaehlte zudem `takt-conformance` zu den Quellen der CLI, die davon nicht abhaengt, und hielt den Bau nach jeder Rahmenaenderung an.",Befund,"5.9, 12.3","Text 523 282 auf 512 252 Byte im UART-Stapel ohne `persist`; `journal: keins` im Trace.","Was das Programm nicht braucht, gehoert nicht ins Binary.","Behoben 2026-09-23: `Persist` nur bei `PERSIST_BOUND > 0` (konstant, der Optimierer entfernt den Zweig), Bilanzzeile mit Nullen; `assert_fresh` ohne `takt-conformance`.",M9,mittel,behoben 2026-09-23,
FB-230,Board-Durchsicht (Nutzer),"Trace, Programm-Bindung und Schleife je Board kopiert statt einmal generisch","`Telemetry` (Zahlen, Zeilen, Warten auf die Leitung), die C-ABI-Bindung `Generated` und die Bring-up-Schleife (Trace-Takt, Journal, Bilanz) standen je Board in eigener Fassung; der F401 hing schon zurueck (`takt_mcu_tick(k)` ohne Versatz, kein `persist`, `clock.missed()` gab es nicht mehr, der Bring-up baute nicht). Jede Optimierung am C6 waere eine zweite am F401 gewesen — gegen plan/m5.md 2.2: eine Tickschleife, nicht eine je Board.",Befund,"12.1, 12.2, 12.3, plan/m5.md 2.2","`program.rs` beider Boards im Diff; F401-Bring-up ohne Bau; am C6 `verspaetet 503` durch Buendel an den Sendestellen trotz FB-227.","Was kein Register anfasst, gehoert nicht ins Board (`takt-rt-baremetal`, board.rs).","Umgesetzt 2026-09-23: `takt_rt_baremetal::Telemetry<Port, N>` — Ring vor der Leitung, `flush` je Tick, bei vollem Ring verwerfen und zaehlen (12.2), Zahlen ohne `core::fmt`; `run`/`report` mit `Cadence` und `Traced`; `takt-mcu-program` als eine C-ABI-Bindung fuer alle Boards; Board-Crates stellen nur noch die Leitung (`UsbJtag`, `Usart1`). C6: verspaetet 503 auf 66 (ein Block bei t=79 bis 144, der JTAG-Abzug von probe-rs nach dem Reset, 29 ms), verworfen 0, Text 512 252 auf 500 900 Byte, `.bss` +8 KiB Ring; F401 baut wieder.",M9,hoch,umgesetzt 2026-09-23,
FB-231,Rahmen-Durchsicht (FB-214),"`takt_mcu_dump` als groesste Funktion des Rahmens; Deskriptoren mit ableitbarer Nummer, Lesepfad mit Modulo und Doppelarbeit","Je Ausgang stand ein eigener Codeblock (Trace-Aufrufe, Vergleich, Kopie): 3 700 Byte fuer 14 Ausgaenge. Der Deskriptor eines Ringelements trug `seq`, obwohl die Nummern um eins steigen und die Freigabe FIFO ist; `takt_int_at` rechnete `first` zweimal, nullte je Lesen die ganze Elementkapazitaet und teilte mit `%` (auf RV32 ein Bibliotheksaufruf).",Befund,"8.6, 9.6, 12.3","`llvm-nm --size-sort`: `takt_mcu_dump` 3 700 auf 320 Byte, `g_int_desc` 8 448 auf 5 632 Byte; Differenzsuite, Fuzzer und MCU-Rahmen gruen, Board `verspaetet 0 verloren 0 verworfen 0`.","Tabellen statt Code, Ableitung statt Speicher.","Behoben 2026-09-23: `g_outs[]` mit Versatz, Groesse, Art und Variantentabelle, eine Schleife darueber; `takt_idesc {tick, off, len}` (16 statt 24 Byte), `takt_int_seq_at` aus naechster Nummer und Anzahl; `first` einmal, Null nur hinter `len`, bedingte Subtraktion statt `%`. Nicht umgesetzt: `g_int_ex` je Leser statt je Maschine — 240 Byte gegen eine Suche je `examined`.",M8/M9,mittel,behoben 2026-09-23,
FB-232,Codegen-Durchsicht (FB-214),"Zustandslokale Variablen ohne Overlay, Felder in Deklarationsfolge, `inout`-Aufruf mit drei Kopien","11.2 verlangt das Overlay exklusiver Zustandsspeicher; der Codegen gab jeder zustandslokalen und gehobenen Variablen ein eigenes Feld (`uart_link`: drei Bindungen zu je 1 044 Byte nebeneinander). Die Felder standen in Deklarationsfolge mit Fuellbytes zwischen `i1` und `i64`. `dst = f(src, dst)` (3.9) kopierte `dst` in einen Slot, der Prolog noch einmal, `return` ein drittes Mal.",Befund,"11.2, 3.9, 11.5","Zustands-Structs des UART-Stapels 12 224 auf 11 096 Byte (`uart_link` 6 472 auf 5 408); `takt size` rechnet 10 895. Differenzsuite, Fuzzer, MCU-Rahmen und `takt-llvm`-Tests gruen.","Der Codegen soll rechnen, was `takt size` verspricht (11.5).","Umgesetzt 2026-09-23: Overlay ueber den Zustandsbaum (`place`: eigene Variablen, dann das Maximum der Kinder; `pub var` und Blockinstanzen bleiben Felder), Zugriff nur ueber `StateStruct::field_ptr`; Felder hinter `conf`/`t_in_state` nach Ausrichtung; das Ziel eines `sret`-Aufrufs geht ohne Slot, wenn der Gerufene es im Prolog kopiert. Verworfen: Elementzahlen je Schritt vorab zaehlen (kostet bei einem Strom je Blatt mehr, als es spart) und `inout` echt in place (ein Fault im Rumpf liesse das Ziel halb geschrieben — der Interpreter laesst es unberuehrt, Satz 9.4.4).",M8/M9,mittel,umgesetzt 2026-09-23,
FB-233,plan/codegen-hebel.md A,"Toolchain-Hebel: `-msave-restore` und Outliner ja, `-Oz` und LTO nein","Gemessen am UART-Stapel (C6): `-Oz` spart 5 % Objekt, kostet aber ein Fuenftel der Schrittzeit (20,9 auf 25,7 us); `-msave-restore` (Millicode, das `compiler_builtins` nicht liefert) und der Machine-Outliner sparen zusammen 10 % ohne Laufzeitpreis. Programm und Rahmen als ein LTO-Modul (`ld.lld -r`) wurden in jeder Variante rund 3,5 KB *groesser* als getrennt uebersetzt; `--icf=all` bringt 1 %. `cold` auf Fault-, Log- und Alert-Pfaden brachte nichts.",Befund,"12.3, 12.8","`took`-Mittel je Variante: -Os 20,9 us, -Oz 25,7, -Oz+sr 25,2, -Oz+sr+outl 25,2, -Os+sr+outl 21,5; Objekt 13 782 auf 12 432 Byte, Rahmen 5 868 auf 5 480, `.rwtext` 20 816 auf 18 688.","Groesse nur, wo sie die Schrittzeit nicht kostet (7.3).","Umgesetzt 2026-09-24: `toolchain::object_flags` als eine Quelle fuer CLI und Bring-ups (`-Os`, Sektionen je Funktion, `-msave-restore` auf RISC-V, Outliner auf MCU), Millicode `millicode.S` im C6-Bring-up, `--icf=all` beim Binden. Verworfen: `-Oz`, LTO-Modul, `cold`.",M9,mittel,umgesetzt 2026-09-24,
FB-234,plan/codegen-hebel.md B1,Der `loop:`-Rumpf eines Zustands stand dreimal im Objekt,"Der Schritt trug ihn im Baum, jede Entry-Tick-Funktion noch einmal je Eintrittsmenge, Tick 0 ein drittes Mal: `uart_port` 1 324 + 1 042 + 1 106 Byte fuer einen Rumpf von rund 1 KB; ein Viertel des Objekts.",Befund,"5.2 Regel 4, 11.2","UART-Stapel 12 432 auf 9 868 Byte, `04_blocks` 4 034 auf 3 320, `46_matrices` 6 368 auf 3 456; Differenzsuite, Fuzzer, MCU-Rahmen und Codegen-Tests gruen; Board `verspaetet 0`.","Ein Rumpf, ein Ort — der Modus ist ein Argument, keine Kopie.","Umgesetzt 2026-09-24: `<m>_loop_<zustand>(st, in, par, out, i8 blatt, i1 entry) -> i8` als `internal`-Funktion; `->` wird im Entry-Tick zur Laufzeit uebersprungen, der Rueckgabewert sagt dem Rufer, ob der Schritt endet (1), der Fault-Trampolin des Blatts folgt (2) oder `abort` die Funktion verlaesst (3). Schritt, Entry-Tick-Funktionen und Tick 0 rufen dieselbe Funktion. Dazu D1: Telemetrie-Ring 8 auf 2 KiB.",M9,hoch,umgesetzt 2026-09-24,
FB-236,plan/codegen-hebel.md D2,Ringdeskriptor 16 Byte je Element,"`struct takt_idesc { long long tick; int off; int len; }` — das 8-Byte-Feld erzwang Ausrichtung 8 und Fuellbytes; Versatz und Laenge brauchen bei `capacity_bytes <= 65 535` nur je zwei Byte.",Befund,"8.6, 12.3","`g_int_desc` am UART-Stapel 5 632 auf 4 224 Byte; `.bss` 35 784 auf 34 384; Differenzsuite, Fuzzer, MCU-Rahmen gruen.","Ein Deskriptor traegt Tick, Versatz und Laenge — nicht mehr, und nicht breiter als noetig.","Umgesetzt 2026-09-24: `{ unsigned tick_lo, tick_hi; unsigned short off, len; }` (12 Byte, Ausrichtung 4), bei groesserer Bytekapazitaet `unsigned` fuer Versatz und Laenge; der Tick bleibt exakt 64 Bit.",M9,mittel,umgesetzt 2026-09-24,
FB-237,plan/codegen-hebel.md B3 und B4,"Fristen als Tabelle, grosse Felder ans Ende des Zustands-Structs","`_deadline` stand je Maschine als Kaskade von `select` ueber alle Blaetter (`uart_port_deadline` 266 Byte); die Felder des Zustands-Structs lagen nach Ausrichtung, grosse Puffer und Overlay damit vor kleinen Skalaren, deren Versatz so ueber 2 047 hinauswuchs (RISC-V: `lui`+`addi`).",Befund,"9.9, 11.2","`uart_port_deadline` 266 auf 64 Byte, `uart_link_deadline` 6 auf 8 (Tabelle plus eine Suchfunktion je Modul); am UART-Stapel insgesamt neutral (9 868 auf 9 884 Byte), bei vielen Blaettern mit Fristen ein Gewinn.","Datengetrieben, wo Code je Blatt entstand; kleine Felder zuerst.","Umgesetzt 2026-09-24: `@<m>_deadlines` als Konstantentabelle `{ i8 Blatt, i32 Zaehler, i64 Frist }`, `takt_deadline_of` einmal je Modul; Felder hinter `conf`/`t_in_state` mit Puffern ab 256 Byte am Ende, davor absteigend nach Ausrichtung.",M9,niedrig,umgesetzt 2026-09-24,
FB-238,plan/codegen-hebel.md B5,Stromelemente gingen ueber einen Scratch in die Bindung,"`takt_stream_at` schrieb das Element in einen 1-KB-Scratch auf dem Stack, `bind_element` kopierte es in die Bindung: zwei Kopien je Element und je Handler ein Scratch im Rahmen der Schrittfunktion (`uart_link_step` 3 216 Byte).",Befund,"8.6, 8.7, 12.3","Stack-Rahmen `uart_link_step` 3 216 auf 1 120 Byte, `uart_framer_step` 2 160 auf 1 120; Objekt 9 884 auf 9 652; Differenzsuite, Fuzzer, MCU-Rahmen, Codegen-Tests gruen; Board `verspaetet 0`.","Text und Bytes liegen im Ring wie im Record — der Umweg war keine Notwendigkeit.","Umgesetzt 2026-09-24: `takt_stream_bind(s, cur, i, data, t)` schreibt `{ len, bytes }` und `t` direkt in die Felder der Bindung, `takt_stream_at` ist nur noch eine Huelle darum. Handler ohne Muster und Guard, `for x in s` und `s as e` nutzen ihn fuer `line`, `str` und `bytes`; Muster und Records brauchen weiter den Scratch (Automat, Dekodierung).",M9,mittel,umgesetzt 2026-09-24,
FB-239,plan/codegen-hebel.md 5,Keine Groessen-Baseline: Objekte konnten still wachsen,"Die Groesse der erzeugten Objekte wurde nur von Hand gemessen (`llvm-size`), kein Test hielt sie fest; FB-224 fand die dreifachen Rumpfkopien erst bei einer Durchsicht.",Befund,"11.5, 13.8","`crates/takt-llvm/tests/size_baseline.rs` mit `size_baseline.txt` fuer acht Korpusprogramme (`riscv32imac`, Flags aus `toolchain::object_flags`).","Was gemessen wird, bleibt; was nicht gemessen wird, waechst.","Umgesetzt 2026-09-24: Der Test uebersetzt die Programme mit clang und liest `.text` ueber `llvm-size`; mehr als 2 % plus 64 Byte ueber der Baseline schlagen an, `UPDATE_SIZE_BASELINE=1` schreibt sie neu. Ohne clang uebersprungen, wie die LLVM-Tests.",M9,mittel,umgesetzt 2026-09-24,
FB-240,plan/codegen-hebel-2.md S3 und S4,"`examined` je Element gemeldet, kalte Funktionen ohne `minsize`","Jeder `peek`, jede `for`-Runde und jede `dispatch`-Bindung rief `takt_stream_examined` einzeln; die Runtime bildet ohnehin nur das Maximum. Entry-Tick-, Init-, Enter-, Snapshot- und Fristfunktionen wurden mit denselben Flags wie der Schritt uebersetzt.",Befund,"9.6, 8.6","`crates/takt-llvm/src/step.rs` (Schrittende, `begin_cold`), `emit.rs` (`begin_with` mit Funktionsattributen).","Ein Aufruf je Cursor am Schrittende ist gleichwertig (9.6: `cur = examined + 1`), und was nicht im Tick liegt, darf klein statt schnell sein.","Umgesetzt 2026-09-24: `takt_stream_examined` einmal je Cursor am Schrittende mit `examined - 1`; `minsize` auf Entry-Tick-, Init-, Enter-, Advance-, Frist-, Exit-all- und Persistenzfunktionen. UART-Objekt 9 652 auf 9 432 Byte.",M9,mittel,umgesetzt 2026-09-24,
FB-241,plan/codegen-hebel-2.md S1,Fault-Trampolin je Blatt,"Jedes Blatt hatte seinen eigenen Fault-Trampolin (`takt_fault`, `pending`, Jobs abbrechen, `exit:`, `enter:`, Timer, Zaehler), auch wenn Geschwister dasselbe Fault-Ziel und dieselben Ketten hatten.",Befund,"5.2 Regel 5, 5.3","`crates/takt-llvm/src/step.rs` (`fault_trampolines`, `fault_body`, `FaultKey`).","Gleicher Code je Gruppe einmal; das verlassene Blatt geht als `phi` in `takt_fault` und `saved` ein.","Umgesetzt 2026-09-24: Blaetter mit gleichem Ziel, gleichen `exit:`-/`saved`-Zustaenden und gleicher `enter:`-Kette teilen einen Trampolin; die Blattmarken bleiben als Stubs. UART: 17 Blaetter in 9 Gruppen, Objekt 9 432 auf 9 358 Byte.",M9,mittel,umgesetzt 2026-09-24,
FB-242,plan/codegen-hebel-2.md P2,"Codegen ohne Ueberlauf-, Divisions-, Schiebe-, Konversions- und Stellenindex-Pruefung","`runtime_check` gab fuer `Overflow`, `Convert` und `Shift` `Ok(())` zurueck, das Sema erzeugte keine `Overflow`-/`DivZero`-Knoten, und der Index einer Zuweisungsstelle war nirgends geprueft. `u8 + 1` wickelte, `x / 0` war LLVM-UB, `s << k` mit `k: int` erzeugte `shl i16 x, i64 y` (ungueltige IR). Der Interpreter faultet in allen Faellen (4.1, 3.10).",Befund,"4.1, 3.10, 9.4.4","`crates/takt-sema/src/lower/expr.rs` (`arith_checked`, `index_checked`), `takt-llvm/src/expr.rs` (`checked_expr`, `overflow_checked`, `shift_checked`, `convert_checked`), `stmt.rs` (`index_guard`); `corpus-try/75_implicit_checks.takt` im Differenztest.","Satz 9.4.4 verlangt Gleichheit mit dem Interpreter; eine fehlende Pruefung ist eine stille Abweichung, die kein Test sieht, solange kein Programm den Fall trifft.","Umgesetzt 2026-09-24: Jede Pruefung ist ein MIR-Knoten (`Overflow` um `+ - * / %`, `DivZero` um den Divisor, `Index` um Stellenindizes, `Convert`, `Shift`), die Analyse beweist, der Codegen setzt den Rest mit `llvm.*.with.overflow`, `icmp` und `guard` um. UART-Objekt 9 358 auf 9 416 Byte.",M9,hoch,umgesetzt 2026-09-24,
FB-243,plan/codegen-hebel-2.md P2,Funktionsruempfe nicht analysiert,"`analysis::analyze` lief nur ueber Maschinen; `fn`-Ruempfe (COBS, CRC, Framing) bekamen weder Beweise noch zaehlten ihre Pruefungen in der Kennzahl. `narrow` kannte die Erreichbarkeit schon.",Befund,"3.4","`crates/takt-mir/src/analysis/mod.rs` (`analyze_fn`, `reachable_fns`).","Die Protokollhaelfte lebt in Funktionen; ohne sie misst die Kennzahl die falsche Haelfte.","Umgesetzt 2026-09-24: erreichbare Funktionen werden mit den Ranges ihrer Parameter analysiert; gewarnt wird nur im Programm des Nutzers, nicht im Prelude. UART: Darstellung 176/256 auf 245/252 in i32.",M9,hoch,umgesetzt 2026-09-24,
FB-244,plan/codegen-hebel-2.md P1 und P2,Intervallanalyse als Pruefungsentferner,"Die Analyse verfeinerte `or` nicht (`if a or b: break`), kannte `len` nicht, rechnete `>>`/`&`/`tick` als `Top`, gab bei Divisor mit Null `Top` und bewies weder Konversion noch Schiebebetrag noch Ueberlauf. Bewiesene Pruefungen verschwanden aus der MIR, sodass der Interpreter einen falschen Beweis nicht bemerken konnte.",Befund,"3.4, 3.9, 3.10","`crates/takt-mir/src/analysis/walk.rs` (`refine`, `checked`, `shr`, `bit_and`, `capacity_of`), `domain.rs` (`without_zero`), `prove.rs` (`RangeOrigin::Proven`), `takt-interp/src/eval.rs` (`Bug` bei verletztem Beweis), `takt-cli` (`--checks`).","Jede Verfeinerung ist ein Beweis weniger fuer P3; und ein Beweis, den der Interpreter nicht mehr prueft, ist ein blinder Fleck der Differenzsuite.","Umgesetzt 2026-09-24: De Morgan, `len`/`count` bis Kapazitaet, `>>`, `&`, `tick`, Division ohne Null, Beweise fuer `Convert`, `Shift`, `Overflow`, `DivZero`; bewiesene Range bleibt als `Proven`-Knoten, Verstoss ist `Bug`; `takt check --report --checks` listet die Reststellen. Pruefung 9 laeuft nach der Analyse.",M9,hoch,umgesetzt 2026-09-24,
FB-245,plan/codegen-hebel-2.md S2,Uebergang als Daten bringt auf RV32C nichts,"Die Schrittfunktionen des UART-Programms haben 6 Uebergangsstellen; eine Stelle sind zwei bis vier komprimierte Stores, ein Tabelleneintrag kostet dasselbe. Gleiche Enden ueber alle Stellen: 39 IR-Instruktionen, die LLVM zusammenlegt.",Befund,"5.2","Zaehlung an `s1_uart.ll` (Stellen je Funktion, doppelte Enden).","Ein Hebel ohne Messung ist eine Vermutung; die Vermutung aus der Planung stimmte hier nicht.","Verworfen 2026-09-24; im Plan festgehalten.",M9,niedrig,verworfen 2026-09-24,
FB-246,crates/takt-bringup-esp32c6/programs/test_uart_c6_hw.takt,"`x.wrap_u8() + 1` faultet bei 255","`tx_seq = tx_seq.wrap_u8() + 1`: `wrap_u8` ist modulo (total), die Addition danach ist `u8 + u8` und faultet bei 255 (4.1). Der Bring-up-Test faellt nach 255 Frames in `LINK_DOWN`.",Befund,"3.10, 4.1","`takt check --report --checks` zeigte die Ueberlaufpruefung.","Ein Sequenzzaehler soll wickeln; dafuer gibt es `wrapping_add` (4.1).","Behoben 2026-09-24: `wrapping_add(tx_seq, 1)`, ebenso `rx_seq`.",M9,mittel,behoben 2026-09-24,
FB-247,crates/takt-mir/src/analysis/walk.rs,"`Valid` und `Missing` zaehlten als `Arith`","Der Sammelzweig `_ => Arith` der Kennzahl fasste Validitaets- und Wrapper-Pruefungen als Arithmetik; das UART-Programm meldete `Arith 10` ohne eine einzige Arithmetikpruefung.",Befund,"3.4","Kennzahl vor und nach der Aenderung.","3.4 nennt vier Ursachen; Validitaet ist Dominanz (3.5, 3.8) und hat ihre eigene Warnung (SC-45).","Behoben 2026-09-24: `Valid`/`Missing` zaehlen nicht mehr.",M9,niedrig,behoben 2026-09-24,
FB-248,plan/codegen-hebel-2.md R1,Bereichsganzzahlen lagen als acht Byte im Zustand,"`int in 0..1_000_000` und `Duration in 0 s..10 ms` belegten `i64` im Zustands-Struct, obwohl die Range in vier Byte passt; auf RV32 kostet jeder Zugriff zwei Register und zwei Anweisungen.",Befund,"3.4 (Darstellungsverengung)","`crates/takt-mir/src/types.rs` (`storage_width`), `takt-llvm/src/ty.rs` (`storage`), `stmt.rs` (`address`/`var`/`assign`), `psi.rs`, `persist.rs`, `analysis/size.rs`.","Die Range-Pruefung der Zuweisung grenzt den Wert ein; schmal speichern ist darum exakt, und LLVM faltet `trunc(op(sext a, sext b))` zu 32-Bit-Rechnung.","Umgesetzt 2026-09-24: Speicherform aus der Range (i8/i16/i32), `sext` beim Laden, `trunc` beim Schreiben; Ψ, Journal und Rahmen unveraendert. UART-Objekt 9 416 auf 9 014 Byte, Zustands-Structs kleiner.",M9,hoch,umgesetzt 2026-09-24,
FB-249,plan/codegen-hebel-2.md R2,Rechnung immer in i64,"`Expr::repr` stand als Annotation in der MIR, der Codegen las sie nicht: jede `int`-Operation lief in `i64`, auf RV32 drei bis vier Anweisungen statt einer, jeder Vergleich ebenso.",Befund,"3.4 (Lemma 3.4)","`crates/takt-llvm/src/expr.rs` (`narrow_ok`, `lower_narrow`, `narrow_operand`, `to_i32`).","Lemma 3.4 verlangt, dass *alle* Teilausdruecke passen; `narrow` markiert je Knoten. Der Codegen prueft darum die Kinder selbst und rechnet nur dann schmal.","Umgesetzt 2026-09-24: Knoten mit `repr = I32` und schmalen Kindern rechnen in `i32` (Arithmetik, Bits, Shifts, `select`, Range- und Divisorpruefung), Vergleiche schmaler Operanden ebenso; eine Range-Grenze ausserhalb von `i32` prueft in 64 Bit. UART-Objekt 9 014 auf 8 676 Byte.",M9,hoch,umgesetzt 2026-09-24,
